# f, real(s11), imag(s11), abs(s21), real(s22), imag(s22)
5.363769530999999802e+01 3.441073294684677056e-03 1.001401819533569550e-03 9.980204992037273737e-01 1.091428201677619456e-03 1.249894794739760421e-03
5.364379883000000149e+01 3.441294085636310233e-03 1.001331960829254537e-03 9.980202812390754907e-01 1.091604285103763223e-03 1.249901177623452065e-03
5.364990233999999703e+01 3.441514866341520776e-03 1.001262052690459143e-03 9.980200632972390240e-01 1.091780365670343925e-03 1.249907566198416248e-03
5.365600586000000050e+01 3.441735637494378920e-03 1.001192094932138680e-03 9.980198453811097714e-01 1.091956443943641010e-03 1.249913960446264469e-03
5.366210937999999686e+01 3.441956398703804269e-03 1.001122087712791797e-03 9.980196274946347978e-01 1.092132519624466934e-03 1.249920360317259387e-03
5.366821288999999950e+01 3.442177149578823543e-03 1.001052031191209226e-03 9.980194096417491778e-01 1.092308592413662998e-03 1.249926765761674068e-03
5.367431641000000297e+01 3.442397890813531699e-03 1.000981925181768616e-03 9.980191918253010774e-01 1.092484662877509947e-03 1.249933176761319504e-03
5.368041991999999851e+01 3.442618621655380105e-03 1.000911769958102646e-03 9.980189740495513107e-01 1.092660730428395141e-03 1.249939593256056735e-03
5.368652344000000198e+01 3.442839342798480196e-03 1.000841565334204724e-03 9.980187563173196219e-01 1.092836795632602361e-03 1.249946015227828590e-03
5.369262694999999752e+01 3.443060053490431659e-03 1.000771311583968821e-03 9.980185386328375152e-01 1.093012857902555613e-03 1.249952442616555958e-03
5.369873047000000099e+01 3.443280754425357641e-03 1.000701008521004106e-03 9.980183209988938708e-01 1.093188917804540413e-03 1.249958875404313507e-03
5.370483397999999653e+01 3.443501444851007013e-03 1.000630656419466708e-03 9.980181034196888845e-01 1.093364974751016763e-03 1.249965313531082190e-03
5.371093750000000000e+01 3.443722125461516365e-03 1.000560255092582422e-03 9.980178858979814605e-01 1.093541029308271479e-03 1.249971756979066564e-03
5.371704102000000347e+01 3.443942795866319212e-03 1.000489804699301573e-03 9.980176684375851037e-01 1.093717081177243656e-03 1.249978205698878833e-03
5.372314452999999901e+01 3.444163455674954886e-03 1.000419305398866140e-03 9.980174510422948897e-01 1.093893130058898409e-03 1.249984659641144432e-03
5.372924805000000248e+01 3.444384105581582527e-03 1.000348757003928155e-03 9.980172337148243145e-01 1.094069176519524723e-03 1.249991118788262856e-03
5.373535155999999802e+01 3.444604744834317469e-03 1.000278159789294271e-03 9.980170164592924165e-01 1.094245219971675407e-03 1.249997583080367713e-03
5.374145508000000149e+01 3.444825374127332297e-03 1.000207513567235315e-03 9.980167992783803843e-01 1.094421260981640748e-03 1.250004052499988387e-03
5.374755858999999703e+01 3.445045992708891096e-03 1.000136818612816850e-03 9.980165821761745049e-01 1.094597298962011285e-03 1.250010526987319634e-03
5.375366211000000050e+01 3.445266601273179897e-03 1.000066074737929363e-03 9.980163651553236592e-01 1.094773334479079039e-03 1.250017006525019425e-03
5.375976562000000314e+01 3.445487199068608935e-03 9.999952822178968890e-04 9.980161482198804945e-01 1.094949366945470329e-03 1.250023491053344534e-03
5.376586913999999950e+01 3.445707786789377249e-03 9.999244408642280618e-04 9.980159313724606962e-01 1.095125396927478694e-03 1.250029980555080432e-03
5.377197266000000297e+01 3.445928364045430098e-03 9.998535508363207668e-04 9.980157146167277782e-01 1.095301424126169211e-03 1.250036474981191040e-03
5.377807616999999851e+01 3.446148930446821159e-03 9.997826122938621544e-04 9.980154979563289341e-01 1.095477448242634499e-03 1.250042974282655891e-03
5.378417969000000198e+01 3.446369486687766819e-03 9.997116250477894837e-04 9.980152813938284462e-01 1.095653469843169830e-03 1.250049478442449976e-03
5.379028319999999752e+01 3.446590032017048544e-03 9.996405893740738409e-04 9.980150649331930301e-01 1.095829488340495849e-03 1.250055987400987712e-03
5.379638672000000099e+01 3.446810567128894432e-03 9.995695050832740982e-04 9.980148485769537725e-01 1.096005504300908481e-03 1.250062501141371157e-03
5.380249022999999653e+01 3.447031091272237304e-03 9.994983724516180810e-04 9.980146323290411958e-01 1.096181517137166314e-03 1.250069019604076962e-03
5.380859375000000000e+01 3.447251605141312628e-03 9.994271912892864918e-04 9.980144161919511925e-01 1.096357527415565926e-03 1.250075542772333603e-03
5.381469727000000347e+01 3.447472108346468986e-03 9.993559617560204746e-04 9.980142001692250409e-01 1.096533534837271923e-03 1.250082070597379738e-03
5.382080077999999901e+01 3.447692600498160342e-03 9.992846840118500048e-04 9.980139842643852566e-01 1.096709539103478187e-03 1.250088603030471372e-03
5.382690430000000248e+01 3.447913082290639079e-03 9.992133578663872293e-04 9.980137684798747744e-01 1.096885540780482378e-03 1.250095140055024114e-03
5.383300780999999802e+01 3.448133552973211852e-03 9.991419835965011705e-04 9.980135528195334116e-01 1.097061539281137194e-03 1.250101681611674211e-03
5.383911133000000149e+01 3.448354013240140584e-03 9.990705610114275406e-04 9.980133372857689089e-01 1.097237535171742464e-03 1.250108227683960653e-03
5.384521483999999703e+01 3.448574462340883717e-03 9.989990903882901493e-04 9.980131218823831141e-01 1.097413527865190135e-03 1.250114778212585171e-03
5.385131836000000050e+01 3.448794900969710114e-03 9.989275715359480570e-04 9.980129066117473524e-01 1.097589517927778733e-03 1.250121333181209923e-03
5.385742187999999686e+01 3.449015328737367343e-03 9.988560046144845817e-04 9.980126914772736724e-01 1.097765505060773914e-03 1.250127892541350256e-03
5.386352538999999950e+01 3.449235745254715726e-03 9.987843897842675362e-04 9.980124764823541383e-01 1.097941488965471042e-03 1.250134456244541463e-03
5.386962891000000297e+01 3.449456151216037138e-03 9.987127268535924123e-04 9.980122616293054527e-01 1.098117470208169076e-03 1.250141024274629802e-03
5.387573241999999851e+01 3.449676545871164721e-03 9.986410161002190131e-04 9.980120469218340951e-01 1.098293448201856457e-03 1.250147596572479414e-03
5.388183594000000198e+01 3.449896929914391189e-03 9.985692573320666121e-04 9.980118323622199084e-01 1.098469423512832364e-03 1.250154173122057771e-03
5.388793944999999752e+01 3.450117302595700174e-03 9.984974508271478484e-04 9.980116179541292931e-01 1.098645395554126653e-03 1.250160753864295584e-03
5.389404297000000099e+01 3.450337664609390460e-03 9.984255963930088133e-04 9.980114036998051219e-01 1.098821364892036984e-03 1.250167338783281972e-03
5.390014647999999653e+01 3.450558015205598770e-03 9.983536943079149815e-04 9.980111896028756036e-01 1.098997330939631163e-03 1.250173927820012265e-03
5.390625000000000000e+01 3.450778355078629959e-03 9.982817443790370938e-04 9.980109756655443087e-01 1.099173294263208582e-03 1.250180520958696796e-03
5.391235352000000347e+01 3.450998683839748109e-03 9.982097467668927995e-04 9.980107618910490919e-01 1.099349254564167171e-03 1.250187118151210213e-03
5.391845702999999901e+01 3.451219001100334395e-03 9.981377016322809902e-04 9.980105482826071572e-01 1.099525211543932179e-03 1.250193719349445599e-03
5.392456055000000248e+01 3.451439307554701481e-03 9.980656087818138254e-04 9.980103348423662313e-01 1.099701165768804086e-03 1.250200324537793480e-03
5.393066405999999802e+01 3.451659602453365557e-03 9.979934684943849669e-04 9.980101215738526044e-01 1.099877116651948273e-03 1.250206933657417021e-03
5.393676758000000149e+01 3.451879886490647528e-03 9.979212805762351264e-04 9.980099084791755892e-01 1.100053064759663269e-03 1.250213546692823842e-03
5.394287108999999703e+01 3.452100158917215805e-03 9.978490453065084163e-04 9.980096955618209531e-01 1.100229009505154353e-03 1.250220163585244546e-03
5.394897461000000050e+01 3.452320420427395196e-03 9.977767624910730167e-04 9.980094828238591509e-01 1.100404951454720488e-03 1.250226784319306448e-03
5.395507812000000314e+01 3.452540670272007204e-03 9.977044324093232736e-04 9.980092702687348716e-01 1.100580890021606202e-03 1.250233408836307156e-03
5.396118163999999950e+01 3.452760909145381404e-03 9.976320548667570037e-04 9.980090578984794902e-01 1.100756825772109589e-03 1.250240037120991729e-03
5.396728516000000297e+01 3.452981136659305332e-03 9.975596300243190322e-04 9.980088457161480076e-01 1.100932758407760417e-03 1.250246669125593688e-03
5.397338866999999851e+01 3.453201352425677110e-03 9.974871580432332577e-04 9.980086337247753292e-01 1.101108687630121411e-03 1.250253304802370407e-03
5.397949219000000198e+01 3.453421557138832820e-03 9.974146387284406508e-04 9.980084219263327672e-01 1.101284614005487847e-03 1.250259944136242153e-03
5.398559569999999752e+01 3.453641750049976471e-03 9.973420723599598411e-04 9.980082103241599834e-01 1.101460536947205301e-03 1.250266587068676535e-03
5.399169922000000099e+01 3.453861931853449783e-03 9.972694587423618692e-04 9.980079989201903201e-01 1.101636457021570132e-03 1.250273233584711348e-03
5.399780272999999653e+01 3.454082101800608554e-03 9.971967981559123461e-04 9.980077877177204737e-01 1.101812373641967817e-03 1.250279883625883591e-03
5.400390625000000000e+01 3.454302260585796237e-03 9.971240904048134669e-04 9.980075767186430413e-01 1.101988287374693846e-03 1.250286537177345550e-03
5.401000977000000347e+01 3.454522407821204559e-03 9.970513356503398709e-04 9.980073659258675844e-01 1.102164197921383587e-03 1.250293194191614155e-03
5.401611327999999901e+01 3.454742543119139302e-03 9.969785340540428861e-04 9.980071553422815711e-01 1.102340104983702985e-03 1.250299854621226940e-03
5.402221680000000248e+01 3.454962667173949124e-03 9.969056854195724147e-04 9.980069449697169803e-01 1.102516009127945578e-03 1.250306518451510095e-03
5.402832030999999802e+01 3.455182779237373630e-03 9.968327900278131475e-04 9.980067348113642600e-01 1.102691909767599190e-03 1.250313185624174527e-03
5.403442383000000149e+01 3.455402880003764516e-03 9.967598476820450568e-04 9.980065248690139779e-01 1.102867807468955845e-03 1.250319856124659183e-03
5.404052733999999703e+01 3.455622968725017511e-03 9.966868586634006818e-04 9.980063151458132831e-01 1.103043701645543481e-03 1.250326529894744791e-03
5.404663086000000050e+01 3.455843046095483009e-03 9.966138227747926674e-04 9.980061056435129974e-01 1.103219592863653471e-03 1.250333206919984142e-03
5.405273437999999686e+01 3.456063111727760394e-03 9.965407401778226485e-04 9.980058963648731352e-01 1.103395480825027216e-03 1.250339887153176493e-03
5.405883788999999950e+01 3.456283165234563109e-03 9.964676110343667799e-04 9.980056873126318395e-01 1.103571365231437781e-03 1.250346570547144522e-03
5.406494141000000297e+01 3.456503207310241115e-03 9.963944351467884496e-04 9.980054784884777597e-01 1.103747246649174150e-03 1.250353257087610586e-03
5.407104491999999851e+01 3.456723237207082623e-03 9.963212127968340721e-04 9.980052698954486878e-01 1.103923124491866612e-03 1.250359946716532574e-03
5.407714844000000198e+01 3.456943255619435856e-03 9.962479437865001414e-04 9.980050615351916399e-01 1.104098999325802636e-03 1.250366639419744083e-03
5.408325194999999752e+01 3.457163261799744286e-03 9.961746283977770174e-04 9.980048534107004432e-01 1.104274870564655878e-03 1.250373335139274124e-03
5.408935547000000099e+01 3.457383256442358305e-03 9.961012664322973359e-04 9.980046455235814795e-01 1.104450738774710988e-03 1.250380033861068401e-03
5.409545897999999653e+01 3.457603238799874905e-03 9.960278581722951854e-04 9.980044378767831681e-01 1.104626603369682171e-03 1.250386735527226831e-03
5.410156250000000000e+01 3.457823209566644480e-03 9.959544034190380424e-04 9.980042304718707014e-01 1.104802464915853209e-03 1.250393440123805924e-03
5.410766602000000347e+01 3.458043168355788999e-03 9.958809023345412733e-04 9.980040233114088055e-01 1.104978323115103850e-03 1.250400147603969881e-03
5.411376952999999901e+01 3.458263114780550564e-03 9.958073550810956319e-04 9.980038163979387811e-01 1.105154177669345284e-03 1.250406857920910008e-03
5.411987305000000248e+01 3.458483049535276532e-03 9.957337614594202052e-04 9.980036097329630929e-01 1.105330029144858473e-03 1.250413571060847179e-03
5.412597655999999802e+01 3.458702971872954640e-03 9.956601217523597044e-04 9.980034033193189158e-01 1.105505876955462140e-03 1.250420286966062158e-03
5.413208008000000149e+01 3.458922882487933115e-03 9.955864357602697921e-04 9.980031971584669703e-01 1.105681721667434430e-03 1.250427005622886407e-03
5.413818358999999703e+01 3.459142780633353217e-03 9.955127037662371732e-04 9.980029912531986902e-01 1.105857562694637216e-03 1.250433726973673330e-03
5.414428711000000050e+01 3.459362667003562739e-03 9.954389255702553868e-04 9.980027856049333845e-01 1.106033400603346909e-03 1.250440451004862161e-03
5.415039062000000314e+01 3.459582540851861669e-03 9.953651014556509635e-04 9.980025802164171900e-01 1.106209234807467015e-03 1.250447177658879812e-03
5.415649413999999950e+01 3.459802402872592161e-03 9.952912312220577040e-04 9.980023750890274492e-01 1.106385065873270691e-03 1.250453906922273936e-03
5.416259766000000297e+01 3.460022252679404407e-03 9.952173150319014536e-04 9.980021702251296034e-01 1.106560893502777330e-03 1.250460638748576497e-03
5.416870116999999851e+01 3.460242089886061793e-03 9.951433530478775904e-04 9.980019656270653350e-01 1.106736717398040153e-03 1.250467373091347862e-03
5.417480469000000198e+01 3.460461915186906906e-03 9.950693450690771633e-04 9.980017612961488149e-01 1.106912538125327328e-03 1.250474109937295929e-03
5.418090819999999752e+01 3.460681727835630914e-03 9.949952913794295195e-04 9.980015572350130482e-01 1.107088355098650350e-03 1.250480849229033010e-03
5.418701172000000099e+01 3.460901528526569466e-03 9.949211917776635845e-04 9.980013534449299062e-01 1.107264168884276737e-03 1.250487590953373689e-03
5.419311522999999653e+01 3.461121316513572892e-03 9.948470465479485308e-04 9.980011499284860976e-01 1.107439978896258316e-03 1.250494335053003135e-03
5.419921875000000000e+01 3.461341092490973371e-03 9.947728554886528952e-04 9.980009466869119716e-01 1.107615785700860654e-03 1.250501081514843052e-03
5.420532227000000347e+01 3.461560856072827888e-03 9.946986187625180258e-04 9.980007437224166500e-01 1.107791589000212433e-03 1.250507830292712716e-03
5.421142577999999901e+01 3.461780606873314861e-03 9.946243365325541531e-04 9.980005410371844965e-01 1.107967388496476809e-03 1.250514581340461760e-03
5.421752930000000248e+01 3.462000345586759096e-03 9.945500085965913988e-04 9.980003386323825776e-01 1.108143184755913278e-03 1.250521334645167577e-03
5.422363280999999802e+01 3.462220071467404705e-03 9.944756352393963311e-04 9.980001365104833599e-01 1.108318977192682304e-03 1.250528090149705075e-03
5.422973633000000149e+01 3.462439785209573025e-03 9.944012162584393334e-04 9.979999346726113885e-01 1.108494766373042950e-03 1.250534847841256380e-03
5.423583983999999703e+01 3.462659486067666027e-03 9.943267519387239805e-04 9.979997331211930556e-01 1.108670551711197095e-03 1.250541607662769691e-03
5.424194336000000050e+01 3.462879174736000713e-03 9.942522420773643871e-04 9.979995318573103846e-01 1.108846333773400765e-03 1.250548369601533821e-03
5.424804687999999686e+01 3.463098850829043462e-03 9.941776868374132842e-04 9.979993308830154009e-01 1.109022112261893447e-03 1.250555133611655359e-03
5.425415038999999950e+01 3.463318513961385122e-03 9.941030863821916346e-04 9.979991302003352605e-01 1.109197886878948887e-03 1.250561899647274506e-03
5.426025391000000297e+01 3.463538164827328816e-03 9.940284405082749214e-04 9.979989298102884820e-01 1.109373658190815739e-03 1.250568667695833164e-03
5.426635741999999851e+01 3.463757802681678103e-03 9.939537495012610788e-04 9.979987297151867720e-01 1.109549425611808205e-03 1.250575437700469483e-03
5.427246094000000198e+01 3.463977428218728734e-03 9.938790131573691043e-04 9.979985299160073486e-01 1.109725189708171689e-03 1.250582209648728365e-03
5.427856444999999752e+01 3.464197040693442996e-03 9.938042317624330713e-04 9.979983304150148449e-01 1.109900949894263109e-03 1.250588983483825372e-03
